index,key,english,thai,status,notes
1667,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",,,untranslated,
1668,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,,,untranslated,
1669,Правила /Для Японского транслитерация катаканой,,,untranslated,
1670,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",,,untranslated,
1671,UI/AnomaliesMissed,Anomalies missed:,สิ่งผิดปกติที่ตรวจไม่พบ:,draft,
1672,Hints/Tutor_071,Press [LMB] on the character to get information and select actions,กด [LMB] ที่ตัวละครเพื่อดูข้อมูลและเลือกการดำเนินการ,draft,
1673,Hints/Tutor_072,This character shows signs of fungal activity that needs to be studied.,ตัวละครนี้แสดงสัญญาณของเชื้อราที่ต้องนำไปศึกษา,draft,
1674,Hints/Tutor_073,Press here to mark the character for the isolation ward,กดที่นี่เพื่อทำเครื่องหมายส่งตัวละครไปห้องแยกกัก,draft,
1675,Hints/Tutor_074,This character is also infected and must be isolated!,ตัวละครนี้ติดเชื้อเช่นกันและต้องถูกแยกกัก!,draft,
1676,Hints/Tutor_075,Excellent! Now activate the detention protocol!,ยอดเยี่ยม! ตอนนี้เปิดใช้มาตรการควบคุมตัว!,draft,
1677,NewsAndReports/RepCons_DimensionalVortex,The arithmetic test triggered the formation of a spatial wormhole. Test subjects were presumably sucked into the rift and transported through space and time in an unknown direction. We recommend waiting for the wormhole to degrade naturally.,การทดสอบเลขคณิตกระตุ้นให้เกิดรูหนอนในอวกาศ สันนิษฐานว่าผู้ถูกทดลองถูกดูดเข้าไปในรอยแยกและเคลื่อนย้ายผ่านห้วงอวกาศและเวลาไปยังทิศทางที่ไม่ทราบ ขอแนะนำให้รอจนกว่ารูหนอนจะสลายตัวเองตามธรรมชาติ,draft,
1678,NewsAndReports/RepCons_AliceInCage,"During the experiment, a particularly large humanoid specimen spontaneously invaded the space. HQ dispatched Captain Ackerman to deal with the aftermath. Until his arrival, access to the isolation ward is restricted.",ระหว่างการทดลอง สิ่งมีชีวิตรูปร่างคล้ายมนุษย์ขนาดใหญ่เป็นพิเศษบุกรุกเข้ามาในพื้นที่เอง สำนักงานใหญ่ส่งร้อยเอกแอคเคอร์แมนมาจัดการผลกระทบ ระหว่างรอการมาถึง ให้จำกัดการเข้าถึงห้องกักกัน,draft,
1679,NewsAndReports/RepCons_TechRefrigerator,"Warning: During the experiment, a high-tech object spontaneously teleported into the isolation ward. The ""popping"" effect caused damage to test subjects incompatible with continued living. Await the arrival of specialists from the engineering wing.","คำเตือน: ระหว่างการทดลอง วัตถุเทคโนโลยีขั้นสูงเทเลพอร์ตเข้ามาในห้องกักกันเอง ผลจากการ ""ปรากฏตัวฉับพลัน"" สร้างความเสียหายแก่ผู้ถูกทดลองในระดับที่ไม่อาจดำรงชีวิตต่อได้ โปรดรอผู้เชี่ยวชาญจากฝ่ายวิศวกรรมมาถึง",draft,
1680,NewsAndReports/RepCons_Embrions,"During the experiment, a series of spontaneous biological metamorphoses occurred, forming, according to experts, a ""spherical vacuum embryonic host"". We recommend restricting access and awaiting the arrival of the biological-hazard-elimination team.","ระหว่างการทดลอง เกิดการเปลี่ยนสภาพทางชีวภาพขึ้นเองหลายครั้ง จนก่อตัวเป็นสิ่งที่ผู้เชี่ยวชาญเรียกว่า ""โฮสต์ตัวอ่อนทรงกลมในสุญญากาศ"" ขอแนะนำให้จำกัดการเข้าถึงและรอหน่วยกำจัดภัยชีวภาพมาถึง",draft,
1681,NewsAndReports/RepCons_Pupation,"Exposure to high temperatures led to the activation of embryos of an unidentified endotic symbiont, which entered the pupation phase. According to available data, the test subjects were transformed into a nutrient medium. We strongly advise not interacting with organic objects inside the isolation ward.",การสัมผัสอุณหภูมิสูงกระตุ้นตัวอ่อนของสิ่งมีชีวิตพึ่งพาอาศัยชนิดเอนโดติกที่ไม่สามารถระบุชนิดได้ และเข้าสู่ระยะดักแด้ จากข้อมูลที่มี ผู้ถูกทดลองถูกเปลี่ยนเป็นแหล่งสารอาหาร ขอแนะนำอย่างยิ่งว่าอย่าสัมผัสวัตถุอินทรีย์ภายในห้องกักกัน,draft,
1682,NewsAndReports/RepCons_WaterAndElectricity,"A technical failure caused the plumbing and electrical equipment to malfunction, resulting in the death of the test subjects, from either drowning or electrocution (the exact cause will be determined by a special commission). Depressurizing the isolation ward is prohibited until the malfunctions are fully resolved.",ความขัดข้องทางเทคนิคทำให้ระบบประปาและอุปกรณ์ไฟฟ้าทำงานผิดปกติ ส่งผลให้ผู้ถูกทดลองเสียชีวิตจากการจมน้ำหรือไฟฟ้าช็อต (คณะกรรมการพิเศษจะระบุสาเหตุที่แน่นอน) ห้ามลดความดันห้องกักกันจนกว่าจะแก้ไขความขัดข้องทั้งหมดแล้ว,draft,
1683,NewsAndReports/RepCons_FiltrationTurbine,"During the experiment, the location of heavy equipment was unintentionally changed. As a result of this event, the test subjects sustained various injuries and are no longer considered alive. A team of movers was called in to relocate the object intentionally. Please stand by.",ระหว่างการทดลอง ตำแหน่งของเครื่องจักรหนักถูกเปลี่ยนโดยไม่ได้ตั้งใจ เหตุการณ์นี้ทำให้ผู้ถูกทดลองได้รับบาดเจ็บหลายรูปแบบและไม่ถือว่ายังมีชีวิตอีกต่อไป มีการเรียกทีมขนย้ายมาเคลื่อนย้ายวัตถุโดยตั้งใจแล้ว โปรดรอ,draft,
1684,NewsAndReports/RepCons_WelcomeToBugClub,"During the experiment, a biological object of unknown type formed spontaneously. Observations revealed various light and acoustic events' occurring within the object. Continued observations are recommended until comprehensive information about the nature of the phenomenon is obtained.",ระหว่างการทดลอง วัตถุชีวภาพชนิดที่ไม่ทราบก่อตัวขึ้นเอง การเฝ้าสังเกตพบเหตุการณ์ทางแสงและเสียงหลายรูปแบบเกิดขึ้นภายในวัตถุ ขอแนะนำให้สังเกตการณ์ต่อไปจนกว่าจะได้ข้อมูลครบถ้วนเกี่ยวกับลักษณะของปรากฏการณ์,draft,
1685,NewsAndReports/RepCons_DuckSquad,"During the experiment, an Anatidian special-forces unit was teleported into the chamber. The test subjects were eliminated. A negotiation team will arrive shortly. Open confrontation is strictly prohibited, to avoid interplanetary conflict. Access to the isolation ward is to be restricted.",ระหว่างการทดลอง หน่วยรบพิเศษแห่งแอนาทิเดียนถูกเทเลพอร์ตเข้ามาในห้อง ผู้ถูกทดลองถูกกำจัดแล้ว ทีมเจรจาจะมาถึงในไม่ช้า ห้ามเผชิญหน้าโดยตรงโดยเด็ดขาดเพื่อหลีกเลี่ยงความขัดแย้งระหว่างดาว และให้จำกัดการเข้าถึงห้องกักกัน,draft,
